City	Country	Nickname, comma seperated EDIT HERE, free form list	Nickname, default	Nickname, metro (div)	Someone from here is called	Plural form (demonym)	Type	Scale	Megacity	State or province	Lat	Long	GeoNamesID
Ranchi	India						Admin-1 capital	4	1	Jharkhand	23.37	85.33	1258526
Rangoon	Myanmar						Admin-0 capital	1	1	Yangon	16.78	96.17	1298824
Rapid City	United States of America	Gateway to the Black Hills, Real. America. Up Close., Star of the West					Populated place	6	0	South Dakota	44.08	-103.23	5768233
Raton	United States of America						Populated place	7	0	New Mexico	36.9	-104.44	5486795
Rawalpindi	Pakistan						Populated place	6	1	Punjab	33.6	73.04	1166993
Rawlins	United States of America						Populated place	7	0	Wyoming	41.79	-107.23	5836068
Recife	Brazil				Recifense		Admin-1 capital	1	1	Pernambuco	-8.08	-34.92	3390760
Red Devil	United States of America						Populated place	6	0	Alaska	61.76	-157.31	-1
Redding	United States of America						Populated place	7	0	California	40.59	-122.39	5570160
Regina	Canada				Reginaian		Admin-1 capital	3	0	Saskatchewan	50.45	-104.62	6119109
Reno	United States of America	RNV, So close to Hell you can see Sparks, The Biggest Little City in the World	RNV				Populated place	4	0	Nevada	39.53	-119.82	5511077
Repulse Bay	Canada						Populated place	3	0	Nunavut	66.53	-86.28	-1
Resolute	Canada						Populated place	3	0	Nunavut	74.68	-94.9	-1
Reykjavík	Iceland						Admin-0 capital	3	0	Suðurnes	64.15	-21.95	3413829
Rhinelander	United States of America						Populated place	7	0	Wisconsin	45.64	-89.41	5268720
Riberalta	Bolivia						Populated place	3	0	El Beni	-10.98	-66.1	3906466
Richfield	United States of America						Populated place	8	0	Utah	38.77	-112.08	5545710
Richland	United States of America						Populated place	7	0	Washington	46.29	-119.29	5808276
Richmond	United States of America						Populated place	8	0	Indiana	39.83	-84.89	4263681
Richmond	United States of America	RVA, The River City	River City	RVA			Admin-1 capital	4	1	Virginia	37.55	-77.45	4781708
Riga	Latvia				Rigan		Admin-0 capital	3	0	Riga	56.95	24.1	456172
Rio de Janeiro	Brazil	Marvelous City, Cidade Maravilhosa			Fluminense (State), Carioca (City)		Populated place	1	1	Rio de Janeiro	-22.93	-43.23	3451190
Rio Gallegos	Argentina						Admin-1 capital	3	0	Santa Cruz	-51.63	-69.22	3838859
Riverside	United States of America	Rivertucky, Rivercide, Rivercity, City of Arts and Innovation					Populated place	8	0	California	33.94	-117.4	5387877
Riverton	United States of America	We've Got All the Civilization You Need					Populated place	7	0	Wyoming	43.03	-108.4	5836665
Riyadh	Saudi Arabia						Admin-0 capital	1	1	Ar Riyad	24.64	46.77	108410
Roanoke	United States of America						Populated place	7	0	Virginia	37.27	-79.94	4782167
Rochester	United States of America						Populated place	7	0	Minnesota	44.02	-92.47	5043473
Rochester	United States of America	The Flour City, The Flower City, The World's Image Center, Kodak City, Snapshot City, The Rachacha	The Flour City				Populated place	4	1	New York	43.17	-77.62	5134086
Rock Hill	United States of America	Rock Thrill					Populated place	7	0	South Carolina	34.94	-81.03	4593142
Rock Island	United States of America						Populated place	8	0	Illinois	41.49	-90.53	4907907
Rockford	United States of America	Forest City	Forest City				Populated place	8	0	Illinois	42.27	-89.07	4907959
Rocky Mount	United States of America						Populated place	8	0	North Carolina	35.94	-77.79	4488762
Rome	Italy	The Eternal City, The Holy City, Caput Mundi, Capital of the World			Roman		Admin-0 capital	1	1	Lazio	41.9	12.48	4219762
Rosario	Argentina						Populated place	4	1	Santa Fe	-32.95	-60.67	3838583
Roseau	Dominica						Admin-0 capital	4	0	Saint George	15.3	-61.39	3575635
Roseburg	United States of America						Populated place	7	0	Oregon	43.22	-123.36	5749352
Rostov	Russia						Admin-1 capital	4	1	Rostov	47.23	39.71	501175
Roswell	United States of America	Alien Capital of the World	Alien Capital of the World				Populated place	7	0	New Mexico	33.39	-104.52	5488441
Rotterdam	Netherlands	Rotjeknor, 010, Rotta, Roffo, Manhattan aan de Maas, Manhattan upon Meuse, Maasstad, Meuse City, Havenstad, Roffa, (metro) Rotterdam-Rijnmond, Rijnmond	Rotjeknor				Populated place	6	1	Zuid-Holland	51.92	4.48	2747891
Sabha	Libya						Admin-1 capital	3	0	Sabha	27.03	14.43	2212775
Sacramento	United States of America	River City, Sac, Sacto, Sac-Town, Camellia City of the World, City of Trees, The Capitol City, Cap-Cit	Sac		Sacramentan		Admin-1 capital	3	1	California	38.58	-121.47	5389489
Safford	United States of America						Populated place	8	0	Arizona	32.83	-109.71	5312476
Saginaw	United States of America	SGW	SGW				Populated place	6	0	Michigan	43.42	-83.95	5007989
Saint George's	Grenada						Admin-0 capital	4	0		12.05	-61.74	3579925
Saint John's	Antigua and Barbuda						Admin-0 capital	4	0		17.12	-61.85	3576022
Saint Paul	United States of America	Pig's Eye, 651, Twin Cities (with Minneapolis)		Twin Cities			Admin-1 capital	4	0	Minnesota	44.94	-93.08	5045360
Salem	United States of America	City of Witches					Populated place	8	0	Massachusetts	42.52	-70.88	4950065
Salem	United States of America	Cherry City, Snailem, Salemia, So-Lame	Cherry City				Admin-1 capital	4	0	Oregon	44.93	-123.02	5750162
Salem	India						Populated place	4	1	Tamil Nadu	11.67	78.18	1257629
Salina	United States of America						Populated place	7	0	Kansas	38.82	-97.61	4278890
Salinas	United States of America						Populated place	6	0	California	36.68	-121.64	5391295
Salisbury	United States of America						Populated place	8	0	North Carolina	35.67	-80.47	4489985
Salmon	United States of America						Populated place	7	0	Idaho	45.18	-113.89	5606275
Salt Lake City	United States of America	SLC, The Crossroads of the West, City of the Saints, Salt Lake Silly	SLC				Admin-1 capital	3	1	Utah	40.78	-111.93	5780993
Saltillo	Mexico						Admin-1 capital	6	1	Coahuila	25.42	-101	3988086
Salvador	Brazil	The Black Rome			Salvadorense, soteropolitano		Admin-1 capital	1	1	Bahia	-12.97	-38.48	3450554
Samara	Russia						Admin-1 capital	3	1	Samara	53.2	50.15	499099
Samarqand	Uzbekistan						Admin-1 capital	3	0	Samarkand	39.67	66.94	1216265
San Angelo	United States of America						Populated place	7	0	Texas	31.46	-100.44	5530022
San Antonio	United States of America	Countdown City, 210, San Antone, Alamo City	Countdown City				Populated place	3	1	Texas	29.49	-98.51	4726206
San Bernardino	United States of America	The Inland Empire		The Inland Empire			Populated place	4	1	California	34.12	-117.3	5391710
San Cristobal	Venezuela						Admin-1 capital	3	0	Táchira	7.77	-72.25	3628473
San Diego	United States of America	America's Finest City, Blandiego, Sandy Eggo, Sun Diego,			San Diegan		Populated place	1	1	California	32.82	-117.18	5391811
San Francisco	United States of America	S.F., Bay Area, S.F. Bay Area, The City by the Bay, Fog City, Frisco, Baghdad by the Bay, The Paris of the West, The City, Ess Eff, SFC, San Francisco City	SF-nobody from San Francisco calls it SF, or Frisco. It's known locally as the City	SF Bay Area	San Franciscan		Populated place	1	1	California	37.74	-122.46	5391959
San Jose	United States of America	Silicon Valley, Tealtown, S.J., San Jo, Man Jose	Silicon Valley	Silicon Valley	San Josean		Populated place	3	1	California	37.3	-121.85	5392171
San Jose	Costa Rica						Admin-0 capital	3	1	San José	9.94	-84.08	3669623
San Juan	Puerto Rico						Admin-1 capital	3	1		18.44	-66.13	4568127
San Luis Obispo	United States of America	SLO	SLO				Populated place	7	0	California	35.28	-120.66	5392323
San Luis Potosi	Mexico				potosino -a		Admin-1 capital	4	1	San Luis Potosí	22.17	-101	3985606
San Marcos	United States of America						Populated place	8	0	Texas	29.88	-97.94	4726491
San Marino	San Marino						Admin-0 capital	7	0		43.92	12.47	3168070
San Mateo	United States of America						Populated place	8	0	California	37.56	-122.31	5392423
San Miguel de Tucuman	Argentina						Admin-1 capital	4	1	Tucumán	-26.82	-65.22	3836873
San Salvador	El Salvador						Admin-0 capital	3	1	San Salvador	13.71	-89.2	1690681
Sanaa	Yemen						Admin-0 capital	1	1	Amanat Al Asimah	15.35	44.21	71137
Sand Point	United States of America						Populated place	8	0	Alaska	55.34	-160.5	-1
Sanford	United States of America						Populated place	8	0	Florida	28.79	-81.28	4172086
Santa Barbara	United States of America	 The American Riviera, The Barb, The 805, SB, Santa Bruta, Silicon Beach	SB				Populated place	4	0	California	34.43	-119.72	5392952
Santa Cruz	United States of America	Surf City USA, SCRZ	Surf City USA	SCRZ	Santa Cruzan		Populated place	6	0	California	36.97	-122.03	5393052
Santa Cruz	Bolivia						Admin-1 capital	3	1	Santa Cruz	-17.75	-63.23	3904906
Santa Fe	United States of America	Fanta Se					Admin-1 capital	3	0	New Mexico	35.69	-105.94	5490263
Santa Maria	United States of America						Populated place	7	0	California	34.94	-120.44	5393180
Santa Rosa	United States of America						Populated place	7	0	California	38.45	-122.7	5393287
Santarem	Brazil						Populated place	3	0	Pará	-2.43	-54.7	3389353
Santiago	Chile						Admin-0 capital	1	1	Región Metropolitana de Santiago	-33.45	-70.67	3449741
Santo Domingo	Dominican Republic						Admin-0 capital	1	1	Distrito Nacional	18.47	-69.9	3668373
Santos	Brazil						Populated place	6	1	São Paulo	-23.95	-46.33	3449433
São Luís	Brazil						Admin-1 capital	4	1	Maranhão	-2.52	-44.27	3388368
Sao Paulo	Brazil	City of Drizzle, Cidade da Garoa, Brazil's Locomotive, The City That Never Sleeps, Land of Fog, Land of Drizzle, Sampa	City of Drizzle		Paulista (State), Paulistano (City)		Admin-1 capital	1	1	São Paulo	-23.56	-46.63	3448439
Sao Tome	Sao Tome and Principe						Admin-0 capital	3	0		0.33	6.73	3388092
Sapporo	Japan						Admin-1 region capital	1	1	Hokkaido	43.07	141.34	2128295
Sarajevo	Bosnia and Herzegovina						Admin-0 capital	3	0	Sarajevo	43.85	18.38	3191281
Sarasota	United States of America						Populated place	6	0	Florida	27.34	-82.53	4172131
Saratoga Springs	United States of America						Populated place	8	0	New York	43.08	-73.79	5136334
Saratov	Russia						Admin-1 capital	4	1	Saratov	51.58	46.03	498677
Saskatoon	Canada	S'toon, City of Bridges, Hub City, Saskabush, Saskadelphia, Toon Town	S'toon				Populated place	3	0	Saskatchewan	52.17	-106.67	6141256
Sault Ste. Marie	United States of America	The Soo, SOO, SSM	The Soo	SOO			Populated place	4	0	Michigan	46.5	-84.35	5009004
Savannah	United States of America	The Hostess City of the South					Populated place	4	0	Georgia	32.02	-81.11	4221552
Schenectady	United States of America						Populated place	7	0	New York	42.81	-73.94	5136454
Scottsbluff	United States of America						Populated place	7	0	Nebraska	41.87	-103.66	5699404
Scottsdale	United States of America	The West's Most Western Town	The West's Most Western Town				Populated place	7	0	Arizona	33.69	-111.87	-1
Scranton	United States of America						Populated place	7	0	Pennsylvania	41.41	-75.66	5211303
Seattle	United States of America	The Emerald City, Sea Town, Jet City, Coffee Capital of the World, Jet City, Rain City, Rat City	Emerald City	SEA	Seattleite		Populated place	1	1	Washington	47.57	-122.34	5809844
Selawik	United States of America						Populated place	8	0	Alaska	66.6	-160.01	-1
Selma	United States of America						Populated place	7	0	Alabama	32.41	-87.02	4089114
Semarang	Indonesia	The Milkfish City					Admin-1 capital	3	1	Jawa Tengah	-6.97	110.42	1627896
Sendai	Japan	City of Trees					Admin-1 region capital	4	1	Miyagi	38.29	141.02	2111149
Seoul	South Korea	Hanseong, The City of Blinding Lights	Hanseong				Admin-0 capital	1	1	Seoul	37.57	127	1835848
Sevastapol	Ukraine	Gorod geroi, The Heroic City	Gorod geroi				Populated place	3	0	Crimea	44.6	33.46	694423
Seville	Spain						Admin-1 capital	3	0	Andalucía	37.41	-5.98	2510911
Seward	United States of America						Populated place	6	0	Alaska	60.13	-149.47	5873776
Shanghai	China	Shangers, Paris of the East, Paris of the Orient, The Sleepless city	Shangers				Admin-1 capital	1	1	Shanghai	31.22	121.44	1796236
Shangqiu	China						Populated place	6	1	Henan	34.45	115.65	1783934
Shantou	China						Populated place	3	1	Guangdong	23.37	116.67	1795940
Shaoxing	China						Populated place	6	1	Zhejiang	30	120.57	1795855
Shawnee	United States of America						Populated place	7	0	Oklahoma	35.34	-96.93	4551177
Sheboygan	United States of America						Populated place	8	0	Wisconsin	43.75	-87.71	5272893
Sheffield	United Kingdom	Steel City	Steel City				Populated place			South Yorkshire	53.38	-1.49	
Shenyeng	China						Populated place	1	1	Liaoning	41.8	123.45	2034937
Shenzhen	China	The overnight city					Populated place	1	1	Guangdong	22.55	114.12	1795565
Sherman	United States of America						Populated place	7	0	Texas	33.64	-96.61	4728328
Shijianzhuang	China						Populated place	4	1	Hebei	38.05	114.48	1795270
Shiraz	Iran	City of Roses	City of Roses				Admin-1 capital	3	1	Fars	29.63	52.57	115019
Shishmaref	United States of America						Populated place	7	0	Alaska	66.26	-166.07	-1
Sholapur	India						Populated place	4	1	Maharashtra	17.67	75.9	1256436
Shreveport	United States of America						Populated place	4	0	Louisiana	32.5	-93.77	4341513
Sidney	United States of America						Populated place	7	0	Nebraska	41.14	-102.98	5699552
Singapore	Singapore	Lion City, Singers	Lion City				Admin-0 capital	1	1		1.29	103.86	1880252
Sioux City	United States of America	Sewer City, Little Chicago, Gateway City, Siouxland, Siouxer City			Sioux Cityan		Populated place	7	0	Iowa	42.5	-96.4	4876523
Sioux Falls	United States of America	Best Little City in America, Queen City of the West					Populated place	4	0	South Dakota	43.55	-96.73	5231851
Sitka	United States of America	First City of Alaska					Populated place	4	0	Alaska	57.06	-135.33	5557293
Skagway	United States of America						Populated place	6	0	Alaska	59.46	-135.31	-1
Skopje	Macedonia						Admin-0 capital	4	0	Centar	42	21.43	785842
Slidell	United States of America						Populated place	8	0	Louisiana	30.27	-89.78	4341727
Socorro	United States of America						Populated place	7	0	New Mexico	34.06	-106.9	5491999
Sofia	Bulgaria						Admin-0 capital	3	1	Grad Sofiya	42.68	23.32	727011
Sokoto	Nigeria						Admin-1 capital	3	0	Sokoto	13.06	5.24	2322911
Songnam	South Korea						Populated place	7	1	Gyeonggi-do	37.44	127.14	1897000
South Bend	United States of America						Populated place	8	0	Indiana	41.68	-86.25	4926563
Southaven	United States of America						Populated place	8	0	Mississippi	34.97	-90	4446675
Spartanburg	United States of America	Sparkleburg					Populated place	8	0	South Carolina	34.95	-81.93	4597200
Spencer	United States of America						Populated place	8	0	Iowa	43.15	-95.15	4877138
Spokane	United States of America	The Lilac City					Populated place	4	0	Washington	47.67	-117.42	5811696
Spring Hill	United States of America						Populated place	8	0	Florida	28.48	-82.55	4173838
Springfield	United States of America						Admin-1 capital	6	0	Illinois	39.82	-89.65	4250542
Springfield	United States of America	Birthplace of Basketball					Populated place	8	0	Massachusetts	42.12	-72.58	4951788
Springfield	United States of America	Queen City of the Ozarks					Populated place	6	0	Missouri	37.18	-93.32	4409896
Springfield	United States of America						Populated place	8	0	Ohio	39.92	-83.8	4525353
Springfield	United States of America	Springtuckey, Spring-Tuckey					Populated place	8	0	Oregon	44.05	-122.98	5754005
Sri Jawewardenepura Kotte	Sri Lanka						Admin-0 capital alt	4	0	Colombo	6.9	79.95	1238992
Srinagar	India						Admin-1 capital	4	1	Jammu and Kashmir	34.1	74.82	1255634
St. Augustine	United States of America						Populated place	7	0	Florida	29.89	-81.31	4170894
St. Charles	United States of America						Populated place	8	0	Maryland	38.6	-76.94	4367734
St. Charles	United States of America	St. Chuck, Otterfest	St. Chuck				Populated place	7	0	Missouri	38.78	-90.51	4406831
St. Cloud	United States of America						Populated place	7	0	Minnesota	45.56	-94.16	5044407
St. George	United States of America						Populated place	6	0	Utah	37.1	-113.58	5546220
St. John’s	Canada	The City of Legends					Admin-1 capital	3	0	Newfoundland and Labrador	47.58	-52.68	6324733
St. Joseph	United States of America						Populated place	7	0	Missouri	39.77	-94.85	4407010
St. Louis	United States of America	Mound City, Gateway to the West	Mound City		St. Louisan		Populated place	1	1	Missouri	38.64	-90.24	4407066
St. Petersburg	Russia	Venice of the North, Piter, North Palmira					Admin-1 capital	1	1	City of St. Petersburg	59.94	30.32	498817
St. Petersburg	United States of America						Populated place	6	0	Florida	27.77	-82.68	4171563
Stamford	United States of America						Populated place	8	0	Connecticut	41.05	-73.54	4843564
Stanley	Falkland Islands						Admin-0 region capital	3	0		-51.7	-57.85	3426691
State College	United States of America	Happy Valley	Happy Valley				Populated place	7	0	Pennsylvania	40.79	-77.86	5213681
Stillwater	United States of America						Populated place	8	0	Oklahoma	36.14	-97.07	4552215
Stockholm	Sweden	Sthlm, Stockers, Venice of the North, Eken, The Oak, Nordens Venedig, Tjockhult, Fat town, Fjollträsk	Sthlm				Admin-0 capital	1	1	Stockholm	59.35	18.1	2673730
Stockton	United States of America						Populated place	7	0	California	37.96	-121.29	-1
Sucre	Bolivia						Admin-0 capital	3	0	Chuquisaca	-19.04	-65.26	3903987
Suining	China						Populated place	6	1	Sichuan	30.53	105.53	1793900
Sukhumi	Georgia						Admin-0 region capital	6	0	Abkhazia	43.02	41.02	611847
Sumter	United States of America						Populated place	7	0	South Carolina	33.92	-80.34	4597948
Superior	United States of America	Twin Ports, Where Sail Meets Rail	Twin Ports				Populated place	7	0	Wisconsin	46.72	-92.1	5275191
Surabaya	Indonesia	The Crocodile City, The Heroic City, The Revolution City	Crocodile City				Populated place	1	1	Jawa Timur	-7.25	112.75	1625822
Surat	India						Populated place	1	1	Dadra and Nagar Haveli	21.2	72.84	1255364
Surgut	Russia						Populated place	3	0	Khanty-Mansiy	61.26	73.43	1490624
Suva	Fiji						Admin-0 capital	3	0	Central	-18.13	178.44	2198148
Suwon	South Korea						Populated place	6	1	Gyeonggi-do	37.26	127.01	1835553
Suzhou	China						Populated place	4	1	Anhui	33.64	116.98	1793743
Suzhou	China						Populated place	4	1	Jiangsu	31.3	120.62	1886760
Sydney	Australia	Sinny, Emerald City, The Harbour City	Emerald City		Sydney-Sider, Sydneysider		Admin-1 capital	1	1	New South Wales	-33.92	151.19	2147714
Syracuse	United States of America	Salt City, The 'Cuse, Emerald City	Salt City				Populated place	4	0	New York	43.05	-76.15	5140405
Tabriz	Iran	City of Uprising					Admin-1 capital	4	1	East Azarbaijan	38.09	46.3	113646
Tacna	Peru	Ciudad Heroica, Heroic City	Ciudad Heroica		Tacneño		Admin-1 capital	3	0	Tacna	-18	-70.25	3928128
Tacoma	United States of America	City of Destiny			Tacomian		Populated place	6	0	Washington	47.21	-122.52	5812944
Taian	China						Populated place	6	1	Shandong	36.2	117.12	1793724
Taichung	Taiwan						Populated place	6	1	Taichung City	24.15	120.68	1668399
Tainan	Taiwan						Populated place	6	1	Tainan City	23	120.2	6695168
Taipei	Taiwan	The City of Azaleas					Admin-0 capital	1	1	Taipei City	25.02	121.45	1668341
Taiyuan	China						Admin-1 capital	1	1	Shanxi	37.88	112.55	1793511
Taizz	Yemen						Admin-1 capital	4	1	Ta`izz	13.6	44.04	70225
Talkeetna	United States of America						Populated place	8	0	Alaska	62.32	-150.11	5875745
Tallahassee	United States of America	Tally, 'Nole Town	Tally				Admin-1 capital	4	0	Florida	30.45	-84.28	4174715
Tallinn	Estonia				Tallinner		Admin-0 capital	3	0	Harju	59.43	24.73	588409
Tamanrasset	Algeria						Populated place	3	0	Tamanghasset	22.79	5.52	2478216
Tampa	United States of America	Cigar City, The Big Guava, Lightning Capital of the World	Cigar City				Populated place	1	1	Florida	27.95	-82.46	4174757
Tampico	Mexico						Populated place	3	0	Tamaulipas	22.3	-97.87	3516355
Tanacross	United States of America						Populated place	7	0	Alaska	63.39	-143.35	-1
Tanana	United States of America						Populated place	8	0	Alaska	65.17	-152.08	-1
Tangshan	China						Populated place	6	1	Hebei	39.62	118.19	1793346
Tarakan	Indonesia						Populated place	3	0	Kalimantan Timur	3.3	117.63	1624725
Tarawa	Kiribati						Admin-0 capital	6	0		1.34	173.02	2110079
Tashkent	Uzbekistan	Stone City, Chach	Stone City				Admin-0 capital	1	1	Tashkent	41.31	69.29	1512569
Taxisco	Guatemala	La cuna del queso											
Tbilisi	Georgia						Admin-0 capital	3	1	Tbilisi	41.73	44.79	611717
Tegucigalpa	Honduras	Teguz	Teguz				Admin-0 capital	3	1	Francisco Morazán	14.1	-87.22	3600949
Tehran	Iran	The city of 72 nations					Admin-0 capital	1	1	Tehran	35.67	51.42	112931
Tel Aviv-Yafo	Israel						Admin-0 capital alt	1	1	Tel Aviv	32.08	34.77	293394
Teller	United States of America						Populated place	8	0	Alaska	65.26	-166.36	-1
Temple	United States of America						Populated place	7	0	Texas	31.1	-97.36	4735966
Teresina	Brazil						Admin-1 capital	4	1	Piauí	-5.1	-42.78	3386496
Terre Haute	United States of America						Populated place	8	0	Indiana	39.47	-87.41	4265737
Texarkana	United States of America						Populated place	7	0	Arkansas	33.44	-94.04	4133367
Texas City	United States of America						Populated place	8	0	Texas	29.41	-94.96	4736134
The Hague	Netherlands	Hofstad, 070, De Residentie	Hofstad				Admin-0 capital alt	4	0	Zuid-Holland	52.08	4.27	2747373
Thermopolis	United States of America						Populated place	7	0	Wyoming	43.65	-108.21	5840846
Thessaloniki	Greece						Populated place	3	1	Kentriki Makedonia	40.7	22.89	734077
Thimphu	Bhutan						Admin-0 capital	3	0	Thimphu	27.47	89.64	1252416
Thiruvananthapuram	India						Admin-1 capital	4	1	Kerala	8.5	76.95	1254163
Thunder Bay	Canada	TBay, T-Bay, Fin Bay	TBay				Populated place	3	0	Ontario	48.45	-89.27	6166142
Tianjin	China						Admin-1 capital	1	1	Tianjin	39.13	117.2	1792947
Tianshui	China						Populated place	4	1	Gansu	34.6	105.92	1816751
Tijuana	Mexico	T.J., Television Capital of the World	TJ		tijuanense		Populated place	3	1	Baja California	32.5	-117.08	3981609
Tiksi	Russia						Populated place	3	0	Sakha (Yakutia)	71.63	128.83	2015306
Tilburg	Netherlands	Kruikenstad	Kruikenstad							Noord-Brabant			
Tillamook	United States of America						Populated place	8	0	Oregon	45.46	-123.84	5756777
Timbuktu	Mali						Populated place	3	0	Timbuktu	16.77	-3.02	2449067
Tirana	Albania						Admin-0 capital	3	0	Durrës	41.33	19.82	3183875
Tiruchirappalli	India						Populated place	4	1	Tamil Nadu	10.81	78.69	1254388
Titusville	United States of America						Populated place	7	0	Florida	28.61	-80.81	4175437
Togiak	United States of America						Populated place	6	0	Alaska	59.07	-160.38	-1
Tokyo	Japan				Tokyoite		Admin-0 capital	1	1	Tokyo	35.69	139.75	1850147
Toledo	United States of America	Corn City	Corn City				Populated place	6	0	Ohio	41.67	-83.58	5174035
Toluca	Mexico				toluqueño -a,		Admin-1 capital	7	1	México	19.33	-99.67	3515302
Tomah	United States of America						Populated place	8	0	Wisconsin	43.99	-90.5	5275871
Tombstone	United States of America	The Town Too Tough To Die	The Town Too Tough To Die				Populated place	7	0	Arizona	31.71	-110.07	5317714
Tomsk	Russia						Admin-1 capital	3	0	Tomsk	56.49	84.98	1489425
Tongliao	China						Populated place	4	1	Nei Mongol	43.62	122.27	2034400
Tonopah	United States of America						Populated place	8	0	Nevada	38.07	-117.23	5513795
Topeka	United States of America	Capitol City, T-Town, Top City	T-town				Admin-1 capital	4	0	Kansas	39.05	-95.67	4280539
Toronto	Canada	T.O., To., GTA, Hogtown, T-Dot, Ville-reine, Queen City, Centre of the Universe, Hollywood of the North, The Big Smoke	T.O.	Greater Toronto Area	Torontonian		Admin-1 capital	1	1	Ontario	43.7	-79.42	6167865
Torreon	Mexico						Populated place	4	1	Coahuila	25.57	-103.42	3981254
Toulouse	France	The pink city					Admin-1 region capital	6	1	Midi-Pyrénées	43.62	1.45	2972315
Townsville	Australia						Populated place	3	0	Queensland	-19.25	146.77	2146142
Traverse City	United States of America	TC	TC				Populated place	7	0	Michigan	44.77	-85.62	5012495
Trenton	United States of America	Turning Point of the Revolution					Admin-1 capital	6	0	New Jersey	40.22	-74.74	5105496
Trinidad	United States of America						Populated place	7	0	Colorado	37.17	-104.51	5442007
Tripoli	Libya						Admin-0 capital	1	1	Tajura' wa an Nawahi al Arba	32.89	13.18	-1
Tromsø	Norway	Nordens Paris, Paris of the Nordic Countries					Admin-1 capital	3	0	Troms	69.64	18.99	3133895
Trondheim	Norway	Stiftstaden, Bishop City	Stiftstaden				Admin-1 capital	3	0	Sør-Trøndelag	63.42	10.42	3133880
Troy	United States of America	Collar City	Collar City				Populated place			New York			
Trujillo	Peru	Ciudad de la Eterna Primavera, City of Eternal Spring	Ciudad de la Eterna Primavera				Admin-1 capital	3	0	La Libertad	-8.12	-79.02	3691175
Truth or Consequences	United States of America						Populated place	8	0	New Mexico	33.13	-107.25	5495292
Tucson	United States of America	Old Pueblo, The Sunshine Factory	Old Pueblo				Populated place	4	1	Arizona	32.2	-110.89	5318313
Tucumcari	United States of America						Populated place	7	0	New Mexico	35.17	-103.73	5495360
Tulare	United States of America						Populated place	7	0	California	36.21	-119.34	5403783
Tulsa	United States of America	Oil Capital of the World, Tulsey Town, T-Town, The 918	Tulsey Town		Tulsan		Populated place	4	0	Oklahoma	36.12	-95.93	4553433
Tunis	Tunisia						Admin-0 capital	3	0	Tunis	36.8	10.18	2464470
Tununak	United States of America						Populated place	8	0	Alaska	60.59	-165.26	-1
Tupelo	United States of America						Populated place	7	0	Mississippi	34.26	-88.7	4448903
Turin	Italy	Capital of the Alps, The First Capital of Italy, The Regal City					Admin-1 region capital	6	1	Piemonte	45.07	7.67	3165524
Tuscaloosa	United States of America	TUS	TUS				Populated place	7	0	Alabama	33.23	-87.54	4094455
Tuxtla Gutierrez	Mexico						Admin-1 capital	3	0	Chiapas	16.75	-93.15	3515001
Twin Falls	United States of America						Populated place	7	0	Idaho	42.56	-114.46	5610810
Two Rivers	United States of America	Carp Town	Carp Town				Populated place		0	Wisconsin	43.07	-89.4	
Tyler	United States of America						Populated place	6	0	Texas	32.35	-95.3	4738214
Udaipur	India	The City of Lakes, the Venice of India											
Ufa	Russia						Admin-1 capital	3	1	Bashkortostan	54.79	56.04	479561
Ujungpandang	Indonesia						Populated place	3	1	Sulawesi Selatan	-5.14	119.43	1622786
Ukiah	United States of America						Populated place	7	0	California	39.15	-123.21	5404476
Ulaanbaatar	Mongolia	UB, Ulan Bator	UB				Admin-0 capital	3	1	Ulaanbaatar	47.92	106.92	2028462
Ulsan	South Korea						Populated place	6	1	Ulsan	35.55	129.32	1833747
Unalakleet	United States of America						Populated place	7	0	Alaska	63.87	-160.79	-1
Unalaska	United States of America						Populated place	6	0	Alaska	53.87	-166.53	5877208
Urbana	United States of America	Shampoo-Bananna, Urpaign					Populated place	7	0	Illinois	40.11	-88.2	4914570
Urumqi	China						Admin-1 capital	1	1	Xinjiang Uygur	43.81	87.58	1529102
Utica	United States of America	The City That God Forgot					Populated place	7	0	New York	43.1	-75.23	5142056
Utrecht	Netherlands	Domstad, 030, Cathedral City	Domstad				Populated place			Utrecht			
Vadodara	India	Baroda					Populated place	4	1	Dadra and Nagar Haveli	22.31	73.18	1253573
Vaduz	Liechtenstein						Admin-0 capital	7	0		47.13	9.52	3042030
Valdez	United States of America						Populated place	3	0	Alaska	61.14	-146.35	5877389
Valdivia	Chile	Valdilluvia, Ainil, La Ciudad de Los Rios, City of Rivers, La Ciudad más linda de Chile, Chiles most beautiful city, La Perla del Sur, The Pearl of the South, La Llave del Mar del Sur, The key of the South Sea, Gibraltar del Pacífico, Gibraltar of the Pacific	Valdilluvia				Admin-1 capital	3	0	Los Ríos	-39.8	-73.25	3868707
Valdosta	United States of America						Populated place	7	0	Georgia	30.83	-83.28	4228147
Valencia	Venezuela	La ciudad de las naranjas dulces, The city of the sweet oranges					Admin-1 capital	3	1	Carabobo	10.23	-67.98	3625549
Valencia	Spain						Admin-1 capital	3	1	Comunidad Valenciana	39.49	-0.4	2509954
Vallejo	United States of America						Populated place	8	0	California	38.11	-122.26	5405380
Valletta	Malta						Admin-0 capital	3	0		35.9	14.51	2562305
Valparaiso	Chile	Valpo, La Joya del Pacífico, The Jewel of the Pacific, Pancho	Valpo				Admin-0 capital alt	3	1	Valparaíso	-33.05	-71.62	3445575
Van Horn	United States of America						Populated place	8	0	Texas	31.04	-104.83	5532924
